pathway	transcriptome_pval	transcriptome_padj	proteome_pval	proteome_padj	ES_transcriptome	NES_transcriptome	ES_proteome	NES_proteome	combined_pval	combined_padj	log10combp
(KEGG) Glutamatergic synapse	0.0701754385964912	0.174342105263158	0.0539033457249071	0.137130111524164	0.475728712548451	1.42852502568009	0.475178959937126	1.43074366495701	0.0755375818888141	0.190642468576531	1.12183692193308
(KEGG) Serotonergic synapse	0.0883882149046794	0.208203350664356	0.0492700729927007	0.127381164322592	0.462288807436487	1.37481868326793	0.488374844283334	1.46245455395	0.0838026341458188	0.209836516995042	1.07674233009271
(KEGG) Metabolic pathways	0.0836550836550837	0.201532701532702	0.0592991913746631	0.148933056230425	0.287041794199215	1.25315621369915	0.286891305109674	1.26215561572041	0.0921937711031462	0.229043900084379	1.03529842023612
(KEGG) Non-small cell lung cancer	0.0823327615780446	0.201398601398601	0.0615114235500879	0.151192583005362	0.429569150397283	1.35698078641305	0.429431504148143	1.38979303234765	0.0932752185641527	0.229934259716283	1.03023372463938
(KEGG) alpha-Linolenic acid metabolism	0.065979381443299	0.168636363636364	0.0823293172690763	0.183576273632559	-0.786959483931248	-1.44875919782508	-0.786822628860768	-1.38090263706799	0.0940534684899496	0.2300692536908	1.02662518397038
(KEGG) Growth hormone synthesis, secretion and action	0.089678510998308	0.209689459540161	0.0617283950617284	0.151192583005362	0.398927756586642	1.31889972729956	0.399341492623051	1.3495703784187	0.0967576450819073	0.234470152596185	1.01431471017765
(KEGG) Sulfur metabolism	0.0696324951644101	0.174342105263158	0.0851926977687627	0.184860853432282	0.728236511888597	1.43431332484077	0.728236511888597	1.40373850456598	0.0973272331531332	0.234470152596185	1.01176562269887
(KEGG) Chemical carcinogenesis - receptor activation	0.0936454849498328	0.217244912897087	0.0621669626998224	0.151192583005362	0.393005594907642	1.31511670322005	0.39341950219241	1.33945300434914	0.0999409278137121	0.238956504095943	1.00025662304928
(KEGG) Cysteine and methionine metabolism	0.087719298245614	0.208169677926159	0.0669144981412639	0.161203109158499	0.461424174778203	1.38557115376406	0.461561612931034	1.38974241152385	0.101255844553943	0.240293720657864	0.994579899626676
(KEGG) Histidine metabolism	0.0662878787878788	0.168636363636364	0.096579476861167	0.204748490945674	0.662604003592168	1.43877078437412	0.638284166308051	1.3798227607969	0.103524072915956	0.243856705090919	0.984958650024206
(KEGG) Proteoglycans in cancer	0.0833333333333333	0.201532701532702	0.0782608695652174	0.179042852674382	0.370280588888313	1.31830543444937	0.360105600667973	1.29657045316475	0.107284727430981	0.250856936198911	0.969462097833996
(KEGG) Tight junction	0.099510603588907	0.224428169796258	0.0690846286701209	0.165179788850364	0.371038142597672	1.2911399330031	0.371038142597672	1.33475913921681	0.110514061824911	0.256521690951254	0.956582458771433
(KEGG) Porphyrin metabolism	0.0865561694290976	0.206953848710173	0.0825515947467167	0.183576273632559	0.559627125303012	1.39620201328221	0.559764205494924	1.43752919466361	0.11210395084158	0.258326495417554	0.950379081441945
(KEGG) Apelin signaling pathway	0.0983050847457627	0.223292978208232	0.0731707317073171	0.173643975245723	0.398470820649376	1.30671149094155	0.398332946666196	1.34641363779525	0.114531550224352	0.260284302588418	0.941074860914526
(KEGG) Insulin resistance	0.0942760942760943	0.217244912897087	0.078125	0.179042852674382	0.407858518376065	1.32131762191338	0.407996297378545	1.36073692677224	0.114590573466599	0.260284302588418	0.940851107148927
(KEGG) Purine metabolism	0.101180438448567	0.225002653333176	0.0738137082601054	0.173872290568248	0.39586197038894	1.30555697433044	0.395999863383976	1.33943619772333	0.115437671786575	0.260348791688871	0.937652440927379
(KEGG) Butanoate metabolism	0.0970149253731343	0.221947814882422	0.0817120622568093	0.183576273632559	0.568076529646174	1.37209259878213	0.568076529646174	1.39196540619926	0.119185913559047	0.26690929937871	0.923775070309551
(KEGG) Chronic myeloid leukemia	0.104377104377104	0.230499438832772	0.0850694444444444	0.184860853432282	0.40430083234082	1.30979197505348	0.40416305333834	1.34795240703922	0.123932150025635	0.274412584664584	0.906816015920071
(KEGG) Long-term potentiation	0.106086956521739	0.231193081809138	0.0850277264325323	0.184860853432282	0.455524889053761	1.36529919351547	0.45538746978758	1.36418916533306	0.124262302489623	0.274412584664584	0.90566060348909
(KEGG) Insulin signaling pathway	0.118506493506494	0.252919898893053	0.0775862068965517	0.179042852674382	0.363166879417705	1.26365488600368	0.363305249419089	1.3025942516447	0.13129223792897	0.286563703735136	0.881760948885867
(KEGG) Colorectal cancer	0.123728813559322	0.257161847789963	0.0755711775043937	0.176703194458803	0.397432299722296	1.26595031092404	0.410752341586999	1.34968602405778	0.131929776996625	0.286563703735136	0.879657171657458
(KEGG) IL-17 signaling pathway	0.119791666666667	0.253958333333333	0.08	0.181714285714286	0.425404178996766	1.32331041999123	0.425541730578609	1.33679035254281	0.133322946771255	0.286563703735136	0.875095095908953
(KEGG) 2-Oxocarboxylic acid metabolism	0.106145251396648	0.231193081809138	0.094488188976378	0.201659356338847	0.603953986751225	1.40670153995681	0.603953986751225	1.38390962660658	0.133369270920755	0.286563703735136	0.874944222944733
(KEGG) Non-alcoholic fatty liver disease	0.121527777777778	0.255932671081678	0.0854545454545454	0.184860853432282	0.423408637910471	1.31710286387544	0.423546189492315	1.33052158997366	0.136083065390635	0.29043231405518	0.866195916420449
(KEGG) Bile secretion	0.101030927835052	0.225002653333176	0.104125736738703	0.215012884953946	-0.689786470984916	-1.42904649087084	-0.68964957844556	-1.37642736166664	0.137380414795727	0.291246479366941	0.862075176682665
(KEGG) Fatty acid degradation	0.136363636363636	0.269339356295878	0.0934579439252336	0.200808284920434	0.445671606880901	1.28358433210922	0.467218884050629	1.36218105928603	0.15201843621158	0.318335742334279	0.818103739295865
(KEGG) Platinum drug resistance	0.130662020905923	0.264653010497348	0.0973782771535581	0.205074782349877	0.448417824609794	1.28566696779207	0.468058589927492	1.35170542999456	0.152160480612611	0.318335742334279	0.817698128646176
(KEGG) Cell adhesion molecules	0.128472222222222	0.26302729528536	0.101818181818182	0.211622103386809	0.414858721841747	1.29050652659808	0.414446067096217	1.30193460319443	0.155150850252459	0.322470394642365	0.809245840067317
(KEGG) JAK-STAT signaling pathway	0.13573883161512	0.269339356295878	0.101083032490975	0.211476344290329	0.406235082467428	1.27205008923586	0.406372690834017	1.29817523912303	0.158329040711292	0.326939187962279	0.800439419541135
(KEGG) Primary bile acid biosynthesis	0.111340206185567	0.240858405217757	0.132530120481928	0.256979136056421	-0.755029423840153	-1.38997730474338	-0.755029423840153	-1.32510439354597	0.168779398735524	0.346247518856481	0.772680564591275
(KEGG) Human papillomavirus infection	0.123630672926448	0.257161847789963	0.119281045751634	0.243149824032177	0.324060544160193	1.21043518479415	0.315630717510611	1.19261687150224	0.170191000402602	0.346247518856481	0.769063408874383
(KEGG) Cardiac muscle contraction	0.114119922630561	0.245203617544043	0.129817444219067	0.25640961032089	0.691860413981807	1.36266802680688	0.691997306521163	1.33388431967045	0.170946102076942	0.346247518856481	0.767140797562765
(KEGG) Hippo signaling pathway - multiple species	0.128834355828221	0.26302729528536	0.122772277227723	0.245810055865922	-0.604501399552021	-1.38629783386216	-0.604501399552021	-1.33386030285043	0.174988038726684	0.352191115918262	0.756991636413909
(KEGG) Vascular smooth muscle contraction	0.143835616438356	0.28234398782344	0.115173674588665	0.236291796898036	0.405118715748828	1.27146710287171	0.405118715748828	1.27747014552751	0.180064521661122	0.359977036323335	0.74457184833891
(KEGG) Ubiquinone and other terpenoid-quinone biosynthesis	0.129032258064516	0.26302729528536	0.129032258064516	0.25640961032089	0.721171322280728	1.35016261461143	0.721308196083082	1.32726807753116	0.181120521420546	0.359977036323335	0.742032340217198
(KEGG) Gastric cancer	0.150170648464164	0.292970958353399	0.120898100172712	0.24487640671925	0.380464443776172	1.23260453623527	0.380326645788023	1.27544702481002	0.191173622055798	0.377597588905241	0.718572031442262
(KEGG) Bacterial invasion of epithelial cells	0.135087719298246	0.269339356295878	0.148698884758364	0.2831511697794	0.42176995031009	1.26649687774826	0.421632512157259	1.26951758509831	0.2003791593264	0.393336868307377	0.698147449771892
(KEGG) Cholinergic synapse	0.156357388316151	0.30134333020931	0.131768953068592	0.256979136056421	0.390687876949112	1.22336688825081	0.390550268582524	1.2476298229247	0.203383291890074	0.396784581724194	0.691684727607909
(KEGG) Longevity regulating pathway	0.161616161616162	0.305916305916306	0.131438721136767	0.256979136056421	0.381286298054242	1.22312078200963	0.381424039101074	1.25157680091591	0.206009140495994	0.399456748034916	0.686113509830336
(KEGG) Fatty acid elongation	0.180112570356473	0.329171249272174	0.122905027932961	0.245810055865922	0.501694240883045	1.26174369927192	0.520023657685168	1.3650586218112	0.212149223690793	0.408725692066277	0.673358553090964
(KEGG) Bladder cancer	0.161350844277674	0.305916305916306	0.139664804469274	0.268755282139979	0.510370646412987	1.2835645597037	0.510370646412987	1.33971953181251	0.21335995246227	0.408725692066277	0.670887094081284
(KEGG) Nitrogen metabolism	0.133580705009276	0.26885230501867	0.16734693877551	0.313037214885954	0.860730913805634	1.30709361827379	0.860730913805634	1.27217605619952	0.217599573733313	0.414351284114931	0.662341959734205
(KEGG) Herpes simplex virus 1 infection	0.171701112877583	0.317447406366695	0.140293637846656	0.268755282139979	0.303504724635853	1.13751692717758	0.303922901385226	1.16235626394153	0.220128900187643	0.416672561069467	0.657322936237768
(KEGG) Intestinal immune network for IgA production	0.16374269005848	0.308040038747175	0.151394422310757	0.286568013659647	0.637516583801849	1.29279681078776	0.637653495083339	1.29935220671569	0.225735638444284	0.424757000149599	0.646399870439936
(KEGG) Propanoate metabolism	0.158347676419966	0.303340729527404	0.158964879852126	0.299117347887432	0.448439909637524	1.25881957844136	0.448851658196404	1.26901710568842	0.230672645973884	0.431493537762913	0.637003902691485
(KEGG) Glycosphingolipid biosynthesis - ganglio series	0.151578947368421	0.293915275994865	0.181818181818182	0.334209143457698	-0.672554535943587	-1.32520156728837	-0.67296515735065	-1.28873994495618	0.246322704285407	0.457859053656552	0.608495556121004
(KEGG) Steroid hormone biosynthesis	0.165644171779141	0.308040038747175	0.174	0.321697674418605	-0.60714772496222	-1.33027182758572	-0.60701081368073	-1.28528805550124	0.247647035311091	0.457859053656552	0.606166866775975
(KEGG) Inflammatory mediator regulation of TRP channels	0.165217391304348	0.308040038747175	0.186691312384473	0.335411510385664	0.407708777941441	1.22198474570493	0.40757135867526	1.22094802446852	0.256206007860517	0.470945147396789	0.591410690555116
(KEGG) Mitophagy - animal	0.187285223367698	0.338390346766635	0.169675090252708	0.315536132750649	0.374572105275654	1.17290332742093	0.374572105275654	1.19658688514984	0.262932684142556	0.480532146881223	0.580155425074744
(KEGG) Mannose type O-glycan biosynthesis	0.17658349328215	0.324586999212275	0.184210526315789	0.335411510385664	0.790408776702832	1.29383702583776	0.790408776702832	1.27345586601438	0.266904012267988	0.485002719435544	0.573644897577237
(KEGG) Amoebiasis	0.184115523465704	0.334564208354822	0.185528756957328	0.335411510385664	0.473594504362346	1.24769524069512	0.473320231186262	1.26330812879241	0.273350206525753	0.493894123154486	0.563280593647452
(KEGG) Alcoholism	0.201739130434783	0.356405797101449	0.186003683241252	0.335411510385664	0.375689676274119	1.17433594280443	0.375414497407856	1.18886621690586	0.287464430326849	0.516461518892305	0.541415885473313
(KEGG) Pyrimidine metabolism	0.2	0.355307262569832	0.200743494423792	0.352706299911269	0.392556871113132	1.17877542304254	0.392694309265963	1.1823858853542	0.298173165692732	0.532691385900498	0.525531443766865
(KEGG) Oocyte meiosis	0.193656093489149	0.347924506946606	0.212280701754386	0.362931522354273	0.357244171569724	1.17262378064153	0.342750814264955	1.15103387841336	0.300012415677602	0.532982950756857	0.522860772118012
(KEGG) Phenylalanine metabolism	0.197292069632495	0.352465607545694	0.220238095238095	0.373774802773129	0.714588242317367	1.27068333080384	0.714588242317367	1.23778472612921	0.310173121089489	0.544129408690723	0.508395839882483
(KEGG) Fructose and mannose metabolism	0.214669051878354	0.375081090644597	0.20109689213894	0.352706299911269	0.448659781498736	1.20794685398372	0.448659781498736	1.22827721420318	0.311195563203108	0.544129408690723	0.506966603488722
(KEGG) Dopaminergic synapse	0.217028380634391	0.377131284381072	0.196491228070175	0.35103489059728	0.349559611756985	1.14739986294796	0.348870431881037	1.17158492280446	0.311419976043118	0.544129408690723	0.506653533042639
(KEGG) Adrenergic signaling in cardiomyocytes	0.223905723905724	0.382850840915357	0.202486678507993	0.352706299911269	0.356179749574639	1.14258198120131	0.356179749574639	1.16874204513766	0.316317029086389	0.549665657100939	0.499877426992993
(KEGG) Cushing syndrome	0.229452054794521	0.388115709705625	0.198594024604569	0.352706299911269	0.357330498631365	1.13484187716164	0.356641983070914	1.16373799407245	0.319789700146007	0.550162126564784	0.49513552821264
(KEGG) beta-Alanine metabolism	0.218978102189781	0.378451285306252	0.210922787193974	0.36255916933883	0.468520404567935	1.21044157675807	0.468520404567935	1.23197920253647	0.320062872372595	0.550162126564784	0.4947647015475
(KEGG) Hepatocellular carcinoma	0.241935483870968	0.404923599320883	0.203866432337434	0.352706299911269	0.321923046315381	1.11781094536099	0.321784752856662	1.1377411542612	0.330892602674116	0.564903930014709	0.480312941675814
(KEGG) Pyruvate metabolism	0.226548672566372	0.385253892385595	0.220973782771536	0.373774802773129	0.401795085086933	1.15527679155059	0.401932428858393	1.17860130630676	0.332191933687895	0.564903930014709	0.478610917331247
(KEGG) Mineral absorption	0.207792207792208	0.365071392695702	0.251020408163265	0.417929265947217	0.817485292105623	1.24142143753098	0.817211656861404	1.20785379731462	0.348115063009766	0.588832925729285	0.458277184298337
(KEGG) ECM-receptor interaction	0.275268817204301	0.439876803371697	0.204081632653061	0.352706299911269	-0.463047651087628	-1.16812787025347	-0.490035954306528	-1.20848810618445	0.354099596598793	0.594471153173196	0.450874568003307
(KEGG) Maturity onset diabetes of the young	0.246987951807229	0.409073795180723	0.229376257545272	0.383903420523139	0.875512995896033	1.17024168978662	0.875512995896033	1.17736334996666	0.355187166990274	0.594471153173196	0.449542733788683
(KEGG) Parathyroid hormone synthesis, secretion and action	0.223931623931624	0.382850840915357	0.253234750462107	0.419287384501282	0.365759427117612	1.13352826568293	0.365484361789596	1.13595163026584	0.361381411710307	0.601671669758522	0.442034189902528
(KEGG) Arginine biosynthesis	0.261363636363636	0.424049165120594	0.227364185110664	0.38254926383699	0.559616281850098	1.21514441871916	0.559616281850098	1.20976098698433	0.364400429950729	0.603538212105894	0.438421119281041
(KEGG) Starch and sucrose metabolism	0.233624454148472	0.393082414916476	0.274468085106383	0.440812379110251	-0.448373999769662	-1.19987390495508	-0.448373999769662	-1.1665955057017	0.383183977177022	0.63136012819841	0.416592659220552
(KEGG) Carbohydrate digestion and absorption	0.253308128544423	0.417367797290812	0.254473161033797	0.419287384501282	0.53782210763858	1.2049739468742	0.537685140099887	1.1925448314194	0.38530594325239	0.631583968836392	0.414194292046405
(KEGG) Renal cell carcinoma	0.246527777777778	0.409073795180723	0.270018621973929	0.436097920419191	0.367154257191445	1.12673195484725	0.367291752035388	1.12866595892121	0.391145011823867	0.637867250051229	0.407662203833354
(KEGG) Rheumatoid arthritis	0.263757115749526	0.425760217301265	0.266129032258065	0.433995037220844	0.642438618741775	1.20276081204197	0.642027997334712	1.18138580757992	0.401338115031675	0.651150615204452	0.396489593413722
(KEGG) Malaria	0.265654648956357	0.426657466505664	0.270161290322581	0.436097920419191	0.639200636419929	1.19669872590146	0.638653141210512	1.17517578691991	0.403425853198551	0.651215336635225	0.394236273843388
(KEGG) Tyrosine metabolism	0.284600389863548	0.448034277111922	0.261569416498994	0.428758115704536	0.564745313411356	1.17344284471793	0.564745313411356	1.18281677534472	0.413200180768447	0.663624532749324	0.38383949715551
(KEGG) Mucin type O-glycan biosynthesis	0.257668711656442	0.422178836392034	0.3	0.468864889705882	-0.547226481806854	-1.19898328220172	-0.547089570525365	-1.15841048369758	0.423063384876506	0.676051037139341	0.373594560190324
(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.280665280665281	0.444037608216713	0.283464566929134	0.452973529062636	-0.713464696223317	-1.2171272362006	-0.714012041598248	-1.1602270585314	0.427373687533927	0.679524163178944	0.369192219913157
(KEGG) Hypertrophic cardiomyopathy	0.291666666666667	0.454656862745098	0.285714285714286	0.454285714285714	0.533413613646486	1.15824824350799	0.533413613646486	1.15311687784078	0.435752523442657	0.689399514700324	0.360760089211548
(KEGG) Fatty acid biosynthesis	0.301498127340824	0.467689778021376	0.30078125	0.468864889705882	0.483009073378186	1.15012268847763	0.482872049536037	1.15491711872426	0.455184620471799	0.716577768861545	0.341812420068759
(KEGG) Taurine and hypotaurine metabolism	0.278350515463918	0.442577319587629	0.325301204819277	0.497335495829472	-0.656214469371691	-1.20806314385964	-0.656214469371691	-1.15168051603901	0.457451688488122	0.716599196744939	0.339654765053068
(KEGG) GABAergic synapse	0.314079422382672	0.480179116911969	0.294332723948812	0.463355476315456	0.420522930320521	1.11984449369855	0.419014220952807	1.13069594999469	0.460097383138403	0.717210626656923	0.337150236832538
(KEGG) Lysine degradation	0.29047619047619	0.454656862745098	0.330357142857143	0.499563133786968	-0.325439778335978	-1.10469329081462	-0.325302169969389	-1.09827794919774	0.467595015363287	0.72477268518508	0.330130127133288
(KEGG) Renin secretion	0.329650092081031	0.496818622188474	0.290806754221388	0.460082327574137	0.444323999908186	1.10853465668862	0.443775679140537	1.13965932152119	0.46950683379914	0.72477268518508	0.328358082078046
(KEGG) Transcriptional misregulation in cancer	0.307262569832402	0.474317947605359	0.330708661417323	0.499563133786968	0.488428783057504	1.1376256078416	0.488428783057504	1.11919336507906	0.481525181611381	0.736571475563487	0.317380996288345
(KEGG) Endocytosis	0.258883248730964	0.422178836392034	0.384479717813051	0.554968829556597	0.336293961741209	1.11182540475004	0.299327331018693	1.01157357013053	0.483615672596984	0.736571475563487	0.315499633344566
(KEGG) Homologous recombination	0.313978494623656	0.480179116911969	0.322448979591837	0.497335495829472	-0.446810172787508	-1.12716566927814	-0.447358193064258	-1.10323957001765	0.484098862870342	0.736571475563487	0.31506593749899
(KEGG) Gap junction	0.321180555555556	0.486359126984127	0.33147113594041	0.499563133786968	0.347288326886043	1.06576690255809	0.3471508320421	1.06677409597628	0.490044687708217	0.742067669958156	0.309764314379325
(KEGG) Hippo signaling pathway	0.339024390243902	0.503783906997949	0.338709677419355	0.505679236710586	-0.309760636393544	-1.06774402944344	-0.309347583935882	-1.06141245381868	0.506691319537292	0.760374585101784	0.295256535830399
(KEGG) Chemical carcinogenesis - DNA adducts	0.337634408602151	0.503783906997949	0.342105263157895	0.505997552019584	-0.450003916654864	-1.09952944257235	-0.451236793367192	-1.0842756869885	0.506916390067856	0.760374585101784	0.29506366655732
(KEGG) Drug metabolism - cytochrome P450	0.346723044397463	0.512827572643689	0.336673346693387	0.50501002004008	-0.460636165750737	-1.09871649334206	-0.461868873598977	-1.09749823419133	0.512612635661133	0.765309005353241	0.290210692864472
(KEGG) Taste transduction	0.317894736842105	0.483686728783682	0.377470355731225	0.550621895057475	-0.578831475884588	-1.14052963446586	-0.581705825734027	-1.11397674255303	0.524338133778723	0.779156666082402	0.280388556004704
(KEGG) Cytokine-cytokine receptor interaction	0.360655737704918	0.530965391621129	0.356673960612691	0.522683499884036	-0.365140999202109	-1.06697335462875	-0.365140999202109	-1.06938246595771	0.537908947874986	0.795200269816659	0.269291231363424
(KEGG) Ovarian steroidogenesis	0.334020618556701	0.501030927835052	0.394891944990177	0.555644418172019	-0.53981267166587	-1.11834232276294	-0.539675779126514	-1.07710427445311	0.540136032328297	0.795200269816659	0.267496850085258
(KEGG) Type II diabetes mellitus	0.384476534296029	0.556152743652744	0.345083487940631	0.508039579468151	0.402680273147817	1.06087012349269	0.402817409735859	1.07513365076963	0.545424633013256	0.799285867733711	0.263265251909333
(KEGG) Pancreatic secretion	0.378071833648393	0.554040751613774	0.385685884691849	0.554968829556597	0.479040215089936	1.07327491839791	0.479040215089936	1.06247483879025	0.576841441893644	0.836619870882983	0.238943546244243
(KEGG) Asthma	0.385542168674699	0.556152743652744	0.394366197183099	0.555644418172019	0.793570451436388	1.06071438163315	0.793844049247606	1.06753742497758	0.578793621365586	0.836619870882983	0.237476263698461
(KEGG) Autoimmune thyroid disease	0.385542168674699	0.556152743652744	0.394366197183099	0.555644418172019	0.793570451436388	1.06071438163315	0.793844049247606	1.06753742497758	0.578793621365586	0.836619870882983	0.237476263698461
(KEGG) RNA degradation	0.401559454191033	0.569225473321859	0.388446215139442	0.555644418172019	0.532803807500621	1.08045356091705	0.532940718782111	1.08597804973636	0.587948313626949	0.846007075716606	0.230660850953175
(KEGG) Various types of N-glycan biosynthesis	0.388257575757576	0.556152743652744	0.416498993963783	0.575855130784708	0.485108191778472	1.05335840080589	0.485108191778472	1.04869172665942	0.592945828104301	0.849354834852107	0.226984982234462
(KEGG) Apoptosis - multiple species	0.474729241877256	0.631648112623295	0.341864716636197	0.505997552019584	0.374468712209259	0.997202994638844	0.400168152521441	1.07984046065065	0.598077994504762	0.85094166807926	0.223242176589677
(KEGG) ErbB signaling pathway	0.431506849315068	0.596605122096486	0.393356643356643	0.555644418172019	0.304696111137012	0.989622696638412	0.30455829415796	1.0210183988321	0.607145133987097	0.85094166807926	0.216707481320828
(KEGG) Cocaine addiction	0.408582089552239	0.574907541936336	0.420233463035019	0.578503208853403	0.436862364826904	1.05516701744182	0.436588279586394	1.06977801444257	0.607809270662035	0.85094166807926	0.216232680092436
(KEGG) Allograft rejection	0.429602888086643	0.596605122096486	0.398886827458256	0.558793000580288	0.39010529739077	1.02774107055942	0.39010529739077	1.04120458160767	0.609311399377394	0.85094166807926	0.215160696747698
(KEGG) Arginine and proline metabolism	0.402753872633391	0.569225473321859	0.430683918669131	0.58746015888873	0.364813565122913	1.02407133796124	0.364950814642539	1.03180821115214	0.610109120509658	0.85094166807926	0.214592482699122
(KEGG) Pantothenate and CoA biosynthesis	0.402234636871508	0.569225473321859	0.429133858267717	0.58746015888873	0.451204703700734	1.0509250132544	0.451341690002104	1.03421141905647	0.610109120509658	0.85094166807926	0.214592482699122
(KEGG) AMPK signaling pathway	0.430508474576271	0.596605122096486	0.414762741652021	0.575855130784708	0.308677986206571	0.983239140066533	0.30881570828342	1.01473370515492	0.621037602332377	0.858651989311721	0.206882103541516
(KEGG) Melanogenesis	0.428321678321678	0.596605122096486	0.414953271028037	0.575855130784708	0.350561313772445	1.00965599525433	0.350286663950967	1.02126406967487	0.621037602332377	0.858651989311721	0.206882103541516
(KEGG) Retrograde endocannabinoid signaling	0.387205387205387	0.556152743652744	0.468197879858657	0.621182795698925	0.310174460073616	1.01263318099854	0.291471555726429	0.975447878823621	0.624781901270491	0.860089370580156	0.204271559624036
(KEGG) Dilated cardiomyopathy	0.485928705440901	0.637739754049046	0.385474860335196	0.554968829556597	0.39599881081545	0.995923340850244	0.39599881081545	1.03949422866041	0.63568228410562	0.871323130799944	0.196759891798081
(KEGG) Viral life cycle - HIV-1	0.444196428571429	0.608855449507389	0.442764578833693	0.599145259868572	-0.355344296524067	-0.99500550559146	-0.355481433112108	-0.992855640128884	0.645418108974006	0.877358091832142	0.190158853439162
(KEGG) Nicotinate and nicotinamide metabolism	0.458483754512635	0.622759094028826	0.432282003710575	0.58746015888873	0.378392436503011	0.99688327839763	0.378392436503011	1.00994254927528	0.647069019888035	0.877358091832142	0.189049392657709
(KEGG) Adherens junction	0.436619718309859	0.601060910920066	0.455555555555556	0.611251758087201	0.338472498885904	0.992302488165163	0.338609880394353	1.0037921251186	0.648362111888532	0.877358091832142	0.188182371797777
(KEGG) Sphingolipid metabolism	0.447761194029851	0.611107552366921	0.468817204301075	0.621182795698925	-0.367231044567461	-1.00646346549482	-0.367231044567461	-0.98890255441029	0.661937077839948	0.891932164208066	0.17918329159605
(KEGG) Metabolism of xenobiotics by cytochrome P450	0.460215053763441	0.622759094028826	0.463265306122449	0.618984736751844	-0.400821011039758	-1.01114905318915	-0.402054056662446	-0.991514074120057	0.66831316262781	0.896723990361366	0.175019985232238
(KEGG) Viral protein interaction with cytokine and cytokine receptor	0.60337552742616	0.737974683544304	0.324752475247525	0.497335495829472	-0.380059829984556	-0.885356664808047	-0.483408423628427	-1.12139217942341	0.672123662149884	0.898047582200265	0.172550814969355
(KEGG) Phototransduction	0.483935742971888	0.637739754049046	0.476861167002012	0.629219299197676	0.750341997264022	1.00293369819994	0.750205198358413	1.00885322050268	0.685237449961227	0.911735658224607	0.164158909765112
(KEGG) Galactose metabolism	0.512867647058823	0.660291140747797	0.453007518796992	0.6104084363451	0.399758959864656	0.984762504707063	0.399621898461148	1.01029304529205	0.688102383565741	0.911735658224607	0.162346937768118
(KEGG) African trypanosomiasis	0.487329434697856	0.637739754049046	0.48692152917505	0.639839034205231	0.477405411893252	0.991965672511397	0.477268481864497	0.999603101232721	0.692294828011037	0.912467509966602	0.159708912899119
(KEGG) Lipoic acid metabolism	0.474088291746641	0.631648112623295	0.495951417004049	0.649022842005298	0.629758550061849	1.03086523508362	0.629758550061849	1.01462653678311	0.694393513873955	0.912467509966602	0.158394344429932
(KEGG) Cell cycle	0.473551637279597	0.631648112623295	0.509259259259259	0.663706739526412	-0.261340291912219	-0.988471082902242	-0.261202132199591	-0.977056368354384	0.704217136998836	0.921568105208353	0.152293410658232
(KEGG) Retinol metabolism	0.486707566462168	0.637739754049046	0.554	0.696332015810277	-0.443874609421554	-0.972537429718364	-0.443874609421554	-0.939862553964107	0.729919379047014	0.946887597075079	0.136725105863893
(KEGG) Linoleic acid metabolism	0.511904761904762	0.660291140747797	0.526732673267327	0.675407218141169	-0.746238030095759	-0.994770310590983	-0.746374829001368	-0.992002147190794	0.730351361069499	0.946887597075079	0.136468157054381
(KEGG) Notch signaling pathway	0.518691588785047	0.66509647271631	0.523504273504274	0.673985259005502	-0.311120014909804	-0.952520522664563	-0.311120014909804	-0.954047401316208	0.732497952454307	0.946887597075079	0.135193584952063
(KEGG) Glutathione metabolism	0.550522648083624	0.691961273085345	0.51685393258427	0.668128254316251	0.329145295668696	0.943698512907317	0.329557213834287	0.951727593553386	0.746004982222152	0.956245672491039	0.127258272065719
(KEGG) Folate biosynthesis	0.549682875264271	0.691961273085345	0.529058116232465	0.675664582176401	-0.394602092229302	-0.941211001817489	-0.395560865000155	-0.939936366506053	0.750708225207738	0.956245672491039	0.124528825717784
(KEGG) Glycosphingolipid biosynthesis - globo and isoglobo series	0.538947368421053	0.683120250589093	0.547430830039526	0.690805571240354	-0.486797486814619	-0.959185847395553	-0.487208108221682	-0.93301197500877	0.754629286650869	0.956245672491039	0.122266344133626
(KEGG) PPAR signaling pathway	0.539192399049881	0.683120250589093	0.546637744034707	0.690805571240354	-0.319288094030433	-0.942722100100128	-0.319288094030433	-0.943383683948167	0.754629286650869	0.956245672491039	0.122266344133626
(KEGG) Vitamin B6 metabolism	0.523992322456814	0.669195014221955	0.562753036437247	0.704549077114349	0.600220051836023	0.982513035792969	0.600220051836023	0.967036005215577	0.754772527658021	0.956245672491039	0.122183915745658
(KEGG) p53 signaling pathway	0.509532062391681	0.660291140747797	0.585766423357664	0.724800477150729	0.319696398904792	0.950757567817973	0.304558825991572	0.912011433903086	0.762533218622224	0.962244299689949	0.117741232177785
(KEGG) Arrhythmogenic right ventricular cardiomyopathy	0.511340206185567	0.660291140747797	0.596385542168675	0.732241708145323	-0.530810043551231	-0.97719888837373	-0.530810043551231	-0.931591138886494	0.767410550714948	0.964571364139737	0.114972234215389
(KEGG) Fatty acid metabolism	0.594782608695652	0.733715047648927	0.513863216266174	0.666973480704666	0.299977370050101	0.899092170908704	0.318358151171131	0.953694972603671	0.772306329429787	0.966903199837292	0.112210405890405
