protein	pearson_coef	pearson_p	pearson_padj	spearman_coef	spearman_p	spearman_padj
C4orf3	0.130725462879129	0.287976138858161	0.287976138858161	0.0559224338664733	0.650582345064737	0.650582345064737
C4orf33	0.0770801523519573	0.532124976595802	0.532124976595802	0.050578310493568	0.682092653231623	0.682092653231623
C5orf22	-0.116077047752568	0.345864487745154	0.345864487745154	-0.110012596862236	0.37181276118865	0.37181276118865
C5orf24	-0.1301284775395	0.290202445786194	0.290202445786194	-0.143222506393862	0.243952115607094	0.243952115607094
C5orf51	0.118278130599849	0.336732596919254	0.336732596919254	0.176737794403939	0.149366122828792	0.149366122828792
C6orf106	0.116735318438849	0.343117426648571	0.343117426648571	0.00519143413367943	0.96648574658775	0.96648574658775
C6orf120	-0.21151991449783	0.0833535407944421	0.0833535407944421	-0.275527732183074	0.0229570397121062	0.0229570397121062
C6orf203	-0.122351577528296	0.320236444854562	0.320236444854562	-0.111730350803527	0.364345958435567	0.364345958435567
C7orf25	-0.148029865140366	0.228317381224232	0.228317381224232	-0.0847425277703554	0.492028208412822	0.492028208412822
C7orf26	0.0612973999809078	0.619494198089575	0.619494198089575	0.0554643661487957	0.653260422531486	0.653260422531486
C7orf43	0.221784050455842	0.0691129532330263	0.0691129532330263	0.279039584685269	0.0212038249905078	0.0212038249905078
C7orf50	-0.162276491508516	0.186121694578269	0.186121694578269	-0.190747032102913	0.119204293326617	0.119204293326617
C8orf33	-0.111719669833834	0.364392102054211	0.364392102054211	-0.0590525632706035	0.632401425431575	0.632401425431575
C8orf37	-0.0256408421789848	0.835577356788399	0.835577356788399	-0.0621445203649273	0.61465282533438	0.61465282533438
C8orf59	-0.247662799489063	0.0417244548420215	0.0417244548420215	-0.281253578654044	0.0201581648644063	0.0201581648644063
C8orf82	-0.0370941868844987	0.76393400364524	0.76393400364524	-0.151162346833607	0.218513066886601	0.218513066886601
C9orf64	0.181965852749745	0.137506942251574	0.137506942251574	0.128831545596824	0.295077931053176	0.295077931053176
C9orf72	0.136742780569919	0.266165262713562	0.266165262713562	0.111195938466237	0.366659087420103	0.366659087420103
C9orf78	0.000658334934709437	0.995748796141518	0.995748796141518	0.0445470855441463	0.718313764457552	0.718313764457552
CA13	-0.108713554765137	0.377520586351074	0.377520586351074	-0.00610756956903462	0.960575818730416	0.960575818730416
CA2	0.0715902324059002	0.561814539643885	0.561814539643885	0.00538229568271176	0.965254352715869	0.965254352715869
CA5B	0.202685265128867	0.0973875591649888	0.0973875591649888	0.265755620872619	0.0284952552276456	0.0284952552276456
CA8	0.127069477429264	0.301787390468945	0.301787390468945	0.166545787685613	0.174650549426895	0.174650549426895
CAAP1	0.0237004754381767	0.847865479467588	0.847865479467588	0.000458067717677597	0.997042016471775	0.997042016471775
CAB39	0.120411327208509	0.328028356459191	0.328028356459191	0.179829751498263	0.142263665076253	0.142263665076253
CAB39L	-0.0714794819068953	0.562421434901666	0.562421434901666	-0.00534412337290529	0.965500625105288	0.965500625105288
CABIN1	-0.249692819294578	0.0400245111649092	0.0400245111649092	-0.332938886132	0.00553364372024289	0.00553364372024289
CABLES1	-0.202883498648642	0.0970536112631294	0.0970536112631294	-0.297476810321793	0.0137538736604385	0.0137538736604385
CACNA1A	0.0300068937533602	0.808074882660345	0.808074882660345	0.133717601252052	0.276987630325145	0.276987630325145
CACTIN	-0.0667116810098453	0.588836920912247	0.588836920912247	-0.00435164331793717	0.971904768761741	0.971904768761741
CACUL1	0.0189165030412185	0.878310645776367	0.878310645776367	-0.04321105470092	0.726425208653371	0.726425208653371
CACYBP	-0.099450403055317	0.419731092362528	0.419731092362528	-0.0207275642249112	0.86676189788634	0.86676189788634
CAD	0.10573927487633	0.390786422515005	0.390786422515005	0.0723365270832538	0.557733047533725	0.557733047533725
CALCOCO1	0.348243854823998	0.00361268381985419	0.00361268381985419	0.332060923006451	0.00566710111520712	0.00566710111520712
CALCOCO2	-0.159865221179071	0.192836070104177	0.192836070104177	-0.111730350803527	0.364345958435567	0.364345958435567
CALHM2	0.0864424853577387	0.483352300784903	0.483352300784903	0.091422681986487	0.458409389763249	0.458409389763249
CALR	0.0349198819492617	0.777403540329128	0.777403540329128	0.0234377982211704	0.849531832991476	0.849531832991476
CALU	-0.140979567081724	0.251492398018759	0.251492398018759	-0.194526090773753	0.111927419348465	0.111927419348465
CAMK1D	0.093629647714555	0.447585816496331	0.447585816496331	0.189792724357751	0.121097947064617	0.121097947064617
CAMK2D	-0.171133480858708	0.162908223739895	0.162908223739895	-0.252548001679582	0.0377310670093754	0.0377310670093754
CAMK2G	0.0323176174562618	0.793610260713211	0.793610260713211	0.119326640455014	0.332436305849036	0.332436305849036
CAMKK2	0.386801787480426	0.00112066020164149	0.00112066020164149	0.260029774401649	0.0322343198809641	0.0322343198809641
CAMKMT	-0.107612015190597	0.3824017080144	0.3824017080144	-0.110165286101462	0.371145315981955	0.371145315981955
CAMLG	-0.0911177019624077	0.459916290030567	0.459916290030567	-0.151811276100317	0.216519518823266	0.216519518823266
CAMSAP1	0.071310212563589	0.56334960139327	0.56334960139327	0.13913806924457	0.257800684269528	0.257800684269528
CAND1	0.16870630068568	0.169046002125096	0.169046002125096	0.257052334236745	0.0343356380790338	0.0343356380790338
CAND2	-0.169095610488993	0.168050279402478	0.168050279402478	-0.0469137687521472	0.704021278083415	0.704021278083415
CANT1	-0.0817525517369187	0.507483680849881	0.507483680849881	-0.136924075275795	0.265525854055053	0.265525854055053
CANX	-0.0452754777981347	0.713904439732752	0.713904439732752	-0.105393747375654	0.392345268680572	0.392345268680572
CAP1	0.271611141225038	0.0250559211911041	0.0250559211911041	0.302019315188762	0.0123113305761707	0.0123113305761707
CAPG	0.176966108376269	0.14883279689494	0.14883279689494	0.0447761194029851	0.716926311158711	0.716926311158711
CAPN1	0.14801946453498	0.228350435630707	0.228350435630707	0.194831469252204	0.111354682680933	0.111354682680933
CAPN15	0.172542972591973	0.159420174600999	0.159420174600999	0.21475741497118	0.0786309699105303	0.0786309699105303
CAPN2	0.187685340989209	0.1253610399941	0.1253610399941	0.163033935183418	0.184047801807239	0.184047801807239
CAPN7	-0.0417298359700499	0.735453259924615	0.735453259924615	0.05336488910944	0.665590430251154	0.665590430251154
CAPNS1	0.188387627279795	0.123927851322149	0.123927851322149	0.157193571783029	0.200476605449441	0.200476605449441
CAPRIN1	-0.0522457960645428	0.672199285951904	0.672199285951904	-0.146543497347024	0.233075050512158	0.233075050512158
CAPZA1	0.180580153688617	0.140578784989792	0.140578784989792	0.236553803870672	0.0521166543249738	0.0521166543249738
CAPZA2	0.0408767707846152	0.740669045951531	0.740669045951531	0.143222506393862	0.243952115607094	0.243952115607094
CAPZB	0.161606147350523	0.187971138691536	0.187971138691536	0.220177882963698	0.0712026704969981	0.0712026704969981
CARD11	0.0878162006971586	0.476401136947198	0.476401136947198	0.118105126541207	0.337444822968581	0.337444822968581
CARD16	0.195923035504576	0.109325913561544	0.109325913561544	0.234110776043058	0.0546647995023482	0.0546647995023482
CARD19	-0.195768958870714	0.109610534792476	0.109610534792476	-0.226056418673894	0.0637932244040752	0.0637932244040752
CARD8	-0.0747676244430216	0.544535995084301	0.544535995084301	0.0163759209069741	0.894553590567766	0.894553590567766
CARHSP1	-0.00533938610095094	0.965531188303286	0.965531188303286	0.086269420162614	0.484231830328665	0.484231830328665
CARM1	0.429349655613605	0.000258652031348616	0.000258652031348616	0.440470282856816	0.000170603204456977	0.000170603204456977
CARMIL1	-0.116057593704354	0.345945880107002	0.345945880107002	-0.136351490628698	0.267548830735858	0.267548830735858
CARMIL2	-0.264346907845329	0.0293795237883797	0.0293795237883797	-0.146238118868573	0.234060972169728	0.234060972169728
CARNMT1	-0.0115357580945144	0.925613000299646	0.925613000299646	-0.0845134939115166	0.493203313223003	0.493203313223003
CARNS1	0.00945957029317697	0.938972713040451	0.938972713040451	0.00278657861587205	0.982007050245002	0.982007050245002
CARS	0.128987878526678	0.294487412295371	0.294487412295371	0.295110127113792	0.0145616288480331	0.0145616288480331
CARS2	0.0454773350495776	0.712684139194028	0.712684139194028	0.0945146390808108	0.443285780933141	0.443285780933141
CASC3	-0.206340650945073	0.0913722968534784	0.0913722968534784	-0.163606519830515	0.182491189057229	0.182491189057229
CASC4	-0.262711127665247	0.0304351534375913	0.0304351534375913	-0.316486620605413	0.00855378127066069	0.00855378127066069
CASD1	-0.122274225190779	0.320544804768547	0.320544804768547	-0.153032790014124	0.212801727042406	0.212801727042406
CASK	-0.192719388511663	0.115362449718602	0.115362449718602	-0.0791693705386113	0.521034118521163	0.521034118521163
CASP1	-0.0108006774236793	0.930340896119841	0.930340896119841	0.0853914570370653	0.488706731239654	0.488706731239654
CASP14	-0.13796998666738	0.261857216837769	0.261857216837769	-0.142840783295797	0.245224307969908	0.245224307969908
CASP2	-0.0636268179417206	0.606220784537569	0.606220784537569	0.0655036836278963	0.595617453662359	0.595617453662359
CASP3	0.108471198179695	0.378591280078254	0.378591280078254	-0.017024850173684	0.890400347515668	0.890400347515668
CASP4	0.125519771907708	0.307769589272504	0.307769589272504	0.0570294308508608	0.644128549098965	0.644128549098965
CASP6	-0.0792344669247903	0.520690424817302	0.520690424817302	-0.186204527235943	0.128424327474555	0.128424327474555
CASP7	-0.0284234869476949	0.818024122411839	0.818024122411839	-0.0434782608695652	0.724800486987548	0.724800486987548
CASP8	-0.0274282227718231	0.824292600848107	0.824292600848107	0.0721456655342215	0.558775528176777	0.558775528176777
CASP8AP2	0.10152235848099	0.410061617363999	0.410061617363999	0.0565331908233767	0.647018425649843	0.647018425649843
CASP9	0.246249947651372	0.0429424787067128	0.0429424787067128	0.170324846356453	0.164934555360393	0.164934555360393
CAST	0.0948168360348104	0.441822753439741	0.441822753439741	0.00438981562774363	0.971658420225176	0.971658420225176
CASZ1	0.0220652997178422	0.858249116628634	0.858249116628634	0.0106882467458106	0.931064244299006	0.931064244299006
CAT	0.0193849507017552	0.875320929033012	0.875320929033012	0.00988662823987479	0.936223216306147	0.936223216306147
CBFA2T2	-0.100051445434954	0.416912731448777	0.416912731448777	-0.0614192464786044	0.618796833796543	0.618796833796543
CBFA2T3	0.283494584385416	0.019144839871357	0.019144839871357	0.261251288315456	0.0314039474012786	0.0314039474012786
CBFB	0.093886019058085	0.446337770395608	0.446337770395608	0.0967286330495858	0.432629995582027	0.432629995582027
CBL	0.113480118652608	0.356834893725297	0.356834893725297	0.0326373248845288	0.791614294857423	0.791614294857423
CBLB	-0.121453148713706	0.323829654246548	0.323829654246548	-0.19002175821659	0.120641386650889	0.120641386650889
CBLL1	-0.000641369765143137	0.995858347904965	0.995858347904965	-0.0406535099438867	0.742036036899435	0.742036036899435
CBR1	0.0307218005132642	0.803592626872134	0.803592626872134	0.0718021147459633	0.560654320506643	0.560654320506643
CBR3	0.0785897622820485	0.524099338587387	0.524099338587387	0.0688246745810589	0.577061126375968	0.577061126375968
CBR4	-0.115668089311319	0.347578007536665	0.347578007536665	-0.172577012635034	0.159336624314297	0.159336624314297
CBX1	-0.110380427405974	0.370206110057053	0.370206110057053	-0.132686948887277	0.280740692924585	0.280740692924585
CBX3	-0.0911600915450039	0.459706681991958	0.459706681991958	-0.0919570943237775	0.455775404574435	0.455775404574435
CBX4	0.0561002533686271	0.649543913492589	0.649543913492589	0.0599686987059587	0.627120370768838	0.627120370768838
CBX5	-0.0631233904257581	0.609078860100549	0.609078860100549	-0.0125968622361339	0.918792751776416	0.918792751776416
CBX6	-0.0150521363487399	0.903034652312463	0.903034652312463	-0.0302324693667214	0.806659917553491	0.806659917553491
CBX7	0.0057131567767141	0.963119908146109	0.963119908146109	-0.0393938237202733	0.7497636916667	0.7497636916667
CBX8	-0.194867279115382	0.111287669667147	0.111287669667147	-0.128907890216437	0.294789456597081	0.294789456597081
CC2D1A	0.0877982296946206	0.476491725540027	0.476491725540027	0.183952360957361	0.133191794749287	0.133191794749287
CC2D1B	0.0684977422413044	0.578876025244721	0.578876025244721	0.166278581516968	0.175353010984738	0.175353010984738
CCAR1	-0.0392247046051965	0.750803057757732	0.750803057757732	-0.0623735542237661	0.613346675542768	0.613346675542768
CCAR2	-0.118435310930593	0.336086333855432	0.336086333855432	-0.0837500477153872	0.497130912708822	0.497130912708822
CCDC106	0.087877682150588	0.476091289729653	0.476091289729653	0.0923006451120357	0.45408653187032	0.45408653187032
CCDC115	-0.0318360486211562	0.796619234581752	0.796619234581752	-0.0833301523075161	0.499298011060103	0.499298011060103
CCDC117	-0.100994889246592	0.412510871931142	0.412510871931142	-0.231476886666412	0.0575248090777837	0.0575248090777837
CCDC12	-0.219620299571009	0.0719398407674955	0.0719398407674955	-0.170095812497614	0.165511838977519	0.165511838977519
CCDC124	-0.143770884207161	0.24213244140318	0.24213244140318	-0.0740542810245448	0.548392568382271	0.548392568382271
CCDC126	-0.119408306982549	0.332103134156241	0.332103134156241	-0.104744818108944	0.395282849011667	0.395282849011667
CCDC127	-0.226085144068118	0.0637586089375573	0.0637586089375573	-0.260945909837004	0.0316098410436623	0.0316098410436623
CCDC130	-0.0759096902356064	0.538389155224548	0.538389155224548	-0.0168339886246517	0.891621589692906	0.891621589692906
CCDC134	-0.123719471402973	0.314814748476332	0.314814748476332	-0.164293621407031	0.180635870537696	0.180635870537696
CCDC137	-0.039652740745194	0.748173309204538	0.748173309204538	0.00778715120051914	0.949746675207629	0.949746675207629
CCDC141	0.00646221617144981	0.958288568193499	0.958288568193499	0.0269878230331717	0.827069896597568	0.827069896597568
CCDC15	-0.126574732654562	0.303688937895285	0.303688937895285	-0.104210405771653	0.397711757083412	0.397711757083412
CCDC167	-0.0779739010383769	0.527366146396164	0.527366146396164	-0.171699049509486	0.161501924893968	0.161501924893968
CCDC174	-0.101440045529334	0.410443272791717	0.410443272791717	0.0564186738939573	0.647686061450995	0.647686061450995
CCDC186	-0.0572582309996002	0.642797885896085	0.642797885896085	-0.0358437989082719	0.771671749510911	0.771671749510911
CCDC22	0.220165907644389	0.0712184390177427	0.0712184390177427	0.176890483643165	0.149009293570161	0.149009293570161
CCDC25	-0.0246593484644627	0.841788337872454	0.841788337872454	0.0133221361224568	0.914134379138908	0.914134379138908
CCDC28A	-0.0964337963357805	0.434040602320115	0.434040602320115	-0.0547772645722793	0.657285726306546	0.657285726306546
CCDC32	0.0877903152461692	0.476531623775935	0.476531623775935	0.0563805015841509	0.64790866829687	0.64790866829687
CCDC43	0.0120007614699401	0.922623503588033	0.922623503588033	0.00347368019238844	0.977571461505142	0.977571461505142
CCDC47	-0.019430096028793	0.875032894631758	0.875032894631758	-0.0374088636103371	0.76199028661785	0.76199028661785
CCDC50	-0.164456751257932	0.180197403325076	0.180197403325076	-0.221819292285376	0.0690676595368824	0.0690676595368824
CCDC51	-0.0197742901132266	0.872837415820205	0.872837415820205	-0.056800396992022	0.645461688550246	0.645461688550246
CCDC58	0.0631596051498281	0.608873065229089	0.608873065229089	-0.0283238538763981	0.818651137088893	0.818651137088893
CCDC59	-0.0337541325142497	0.784652499329979	0.784652499329979	-0.00259571706683971	0.983239260418234	0.983239260418234
CCDC6	0.0435963158988037	0.724083049583342	0.724083049583342	0.023819521319235	0.847110502743311	0.847110502743311
CCDC61	-0.338846315744087	0.00470552088746562	0.00470552088746562	-0.353857311905943	0.00307335076781661	0.00307335076781661
CCDC69	0.151127769399017	0.218619651108639	0.218619651108639	0.121197083635531	0.324858451476099	0.324858451476099
CCDC71L	0.0632987801568737	0.60808246675118	0.60808246675118	0.0667251975417032	0.588761249486533	0.588761249486533
CCDC77	-0.153000240530551	0.212900206621522	0.212900206621522	-0.100316830171394	0.415671788798714	0.415671788798714
CCDC82	-0.00818880932793307	0.94715824405717	0.94715824405717	0.0269496507233653	0.827310722959257	0.827310722959257
CCDC84	0.243847834772108	0.0450806818303758	0.0450806818303758	0.226323624842539	0.0634718131882493	0.0634718131882493
CCDC86	-0.203796082352451	0.0955277805512842	0.0955277805512842	-0.233538191395961	0.0552764744492456	0.0552764744492456
CCDC88A	0.319846287266879	0.00784058991460356	0.00784058991460356	0.224376837042409	0.0658437144905932	0.0658437144905932
CCDC88B	0.154257865382282	0.209118560337939	0.209118560337939	0.179600717639424	0.14278092099682	0.14278092099682
CCDC88C	0.125994749885208	0.305927978633881	0.305927978633881	0.0717639424361568	0.560863259575127	0.560863259575127
CCDC9	-0.0368803042311599	0.765255959878168	0.765255959878168	0.0407680268733061	0.741334768153541	0.741334768153541
CCDC90B	-0.140654644325967	0.252597748190128	0.252597748190128	-0.231858609764477	0.0571029375815411	0.0571029375815411
CCDC91	0.0206034335858628	0.867552594120336	0.867552594120336	0.0948200175592625	0.441807365091973	0.441807365091973
CCDC92	0.149117376731664	0.224879494647057	0.224879494647057	0.190899721342138	0.118903424464452	0.118903424464452
CCDC93	0.143898582339767	0.241710045285512	0.241710045285512	0.12066267129824	0.327012256366357	0.327012256366357
CCDC94	-0.0300258044252134	0.807956238317818	0.807956238317818	-0.0540519906859564	0.661545219598764	0.661545219598764
CCDC97	-0.0042114156015492	0.972809763623198	0.972809763623198	-0.0742833148833836	0.547152899317035	0.547152899317035
CCHCR1	-0.310994820120753	0.00984184625181461	0.00984184625181461	-0.352101385654846	0.00323378725742232	0.00323378725742232
CCM2	0.0102595530690364	0.933822847506308	0.933822847506308	0.0275604076802687	0.823459419885637	0.823459419885637
CCNC	-0.149618284784381	0.223308220117819	0.223308220117819	-0.157269916402641	0.200255317529012	0.200255317529012
CCNE1	0.0987562648430192	0.422999565589989	0.422999565589989	0.0519906859564072	0.673709343691447	0.673709343691447
CCNH	0.154622282062626	0.208031708057176	0.208031708057176	0.0282093369469787	0.819371959418888	0.819371959418888
CCNK	-0.0195041200129485	0.874560644806097	0.874560644806097	-0.0617627972668626	0.616832395472614	0.616832395472614
CCNL1	-0.0923141014912796	0.454020451451396	0.454020451451396	-0.0991334885673932	0.421221537653034	0.421221537653034
CCNL2	0.351731629277772	0.00326850653595832	0.00326850653595832	0.385273122876665	0.00117712133657403	0.00117712133657403
CCNT1	0.119493871792575	0.331754285009936	0.331754285009936	0.0951635683475207	0.440147448974021	0.440147448974021
CCNT2	-0.0173233448892803	0.888490916650281	0.888490916650281	-0.0319502233080124	0.79590557091605	0.79590557091605
CCNY	0.0316344603060098	0.797879693901398	0.797879693901398	0.0606939725922815	0.62295271822551	0.62295271822551
CCNYL1	0.0926274409051273	0.452483230361483	0.452483230361483	0.0882925525823567	0.474003297035005	0.474003297035005
CCP110	-0.0200777216467887	0.870902738069201	0.870902738069201	0.0432873993205329	0.725960879390184	0.725960879390184
CCPG1	-0.0110714398895154	0.928599116443345	0.928599116443345	-0.0424857808145971	0.730841214078931	0.730841214078931
CCR6	-0.114343616922498	0.353163623297238	0.353163623297238	0.00309195709432378	0.980035602401887	0.980035602401887
CCR7	0.0180739395864947	0.883692279063491	0.883692279063491	0.0442417070656945	0.720165114043387	0.720165114043387
CCS	0.256188505829965	0.0349662603649679	0.0349662603649679	0.210291254723823	0.0852034831237709	0.0852034831237709
CCSAP	-0.0835424960964772	0.498201483247097	0.498201483247097	-0.0825667061113868	0.503250714198417	0.503250714198417
CCT2	0.151741075106368	0.216734561243454	0.216734561243454	0.182196434706264	0.137000729881569	0.137000729881569
CCT3	0.157148982429548	0.200605930108808	0.200605930108808	0.157422605641867	0.199813264503715	0.199813264503715
CCT4	0.158232265946178	0.197480838068231	0.197480838068231	0.209298774668855	0.0867213749554848	0.0867213749554848
CCT5	0.158237567711668	0.197465629459682	0.197465629459682	0.201244417299691	0.0998418754180878	0.0998418754180878
CCT6A	0.183432197021416	0.134311682936867	0.134311682936867	0.174829178913616	0.153880388416224	0.153880388416224
CCT6B	-0.215836767421016	0.0771046687410394	0.0771046687410394	-0.254952857197389	0.0358850935161059	0.0358850935161059
CCT7	0.171669338789528	0.161575577624841	0.161575577624841	0.21086383937092	0.0843373705638042	0.0843373705638042
CCT8	0.16139634309817	0.188552690771493	0.188552690771493	0.185860976447685	0.129143070691275	0.129143070691275
CD180	0.17705418379098	0.148627438836479	0.148627438836479	0.256594266519067	0.0346688491911241	0.0346688491911241
CD19	0.149545001855584	0.22353761733322	0.22353761733322	0.211589113257243	0.0832503042275342	0.0832503042275342
CD1C	0.173967628664664	0.155951005185288	0.155951005185288	0.154674199335802	0.207877193998241	0.207877193998241
CD200	0.114348229939347	0.353144073375367	0.353144073375367	0.120242775890369	0.328710872857115	0.328710872857115
CD22	0.000515281415786397	0.996672559588718	0.996672559588718	0.0657708897965416	0.594114621476581	0.594114621476581
CD27	0.113922525274306	0.35495102174302	0.35495102174302	0.0705806008321563	0.567358569257209	0.567358569257209
CD2AP	-0.205811595789017	0.0922243824778819	0.0922243824778819	-0.200366454174142	0.101360848702922	0.101360848702922
CD2BP2	0.127979657764398	0.298309390639596	0.298309390639596	0.18223460701607	0.136917063278831	0.136917063278831
CD37	0.0963747285052401	0.434323516359408	0.434323516359408	0.111997556972172	0.363192743592169	0.363192743592169
CD38	-0.104310012604486	0.39725837803291	0.39725837803291	-0.0921861281826163	0.454649106026909	0.454649106026909
CD3EAP	-0.224976411566485	0.0651057269652399	0.0651057269652399	-0.199106767950529	0.103571580112834	0.103571580112834
CD40	0.126754748182249	0.302996151537731	0.302996151537731	0.18547925334962	0.129945250240743	0.129945250240743
CD44	-0.351167133498044	0.00332215140258318	0.00332215140258318	-0.352406764133298	0.00320536084501441	0.00320536084501441
CD46	-0.0610811463531722	0.620732706678339	0.620732706678339	-0.0962323930221018	0.435005680476973	0.435005680476973
CD47	-0.205845954014124	0.0921688571588571	0.0921688571588571	-0.176203382066649	0.15062004299386	0.15062004299386
CD48	0.381509991801008	0.0013272105025695	0.0013272105025695	0.439286941252815	0.00017844945650524	0.00017844945650524
CD5	0.00643660316172948	0.958453745194673	0.958453745194673	-0.030690537084399	0.803788508640566	0.803788508640566
CD53	0.230628589503494	0.0584713950714058	0.0584713950714058	0.325647974958965	0.0067309621479915	0.0067309621479915
CD55	-0.149394408791425	0.224009534918469	0.224009534918469	-0.140893995495667	0.251783182490267	0.251783182490267
CD6	-0.00411621149107678	0.973424206876512	0.973424206876512	-0.0512272397602779	0.67823602526844	0.67823602526844
CD63	0.0164261797958724	0.894231823876313	0.894231823876313	0.0158033362598771	0.898220567562687	0.898220567562687
CD72	0.147019655318495	0.231543511680116	0.231543511680116	0.183303431690652	0.134590003867819	0.134590003867819
CD74	-0.0575024248070619	0.641378930185812	0.641378930185812	-0.0884070695117762	0.473427814477831	0.473427814477831
CD79A	0.0466648844758227	0.705519603935101	0.705519603935101	0.0818796045348704	0.506821904943439	0.506821904943439
CD79B	-0.122382404250743	0.320113609013337	0.320113609013337	-0.105164713516815	0.393380581539764	0.393380581539764
CD81	0.12340749050997	0.316046076028027	0.316046076028027	0.197083635530786	0.107200283068664	0.107200283068664
CD82	0.228808982235817	0.0605444856531258	0.0605444856531258	0.234301637592091	0.0544621377565708	0.0544621377565708
CD84	0.215239892141395	0.0779457614477334	0.0779457614477334	0.350345459403748	0.00340163644375066	0.00340163644375066
CD9	-0.24480060473229	0.0442223243115991	0.0442223243115991	-0.199679352597626	0.102562105088576	0.102562105088576
CD99	0.332409959596566	0.00561370886779792	0.00561370886779792	0.32213612245677	0.00738484363511191	0.00738484363511191
CD99L2	-0.0812240286326371	0.510241332638824	0.510241332638824	-0.142115509409474	0.247653984161304	0.247653984161304
CDAN1	0.309024223979679	0.0103435577818471	0.0103435577818471	0.22739244951712	0.0621992168835135	0.0621992168835135
CDC123	0.174851314662295	0.153827458579568	0.153827458579568	0.142306370958507	0.247013005330516	0.247013005330516
CDC16	0.0966268918323366	0.433116469551151	0.433116469551151	0.165515135320838	0.177371388710308	0.177371388710308
CDC23	0.0995139895843233	0.419432410873985	0.419432410873985	0.109936252242623	0.372146756329581	0.372146756329581
CDC26	0.112960653448632	0.359054738894395	0.359054738894395	0.13524449364431	0.271489205026972	0.271489205026972
CDC27	-0.032229264778805	0.79416208904139	0.79416208904139	0.008512425086842	0.945073141415874	0.945073141415874
CDC34	-0.0970196893133242	0.4312400227583	0.4312400227583	-0.0995152116654579	0.419426671656025	0.419426671656025
CDC37	0.138598336112899	0.259669752608816	0.259669752608816	0.11440241248998	0.352914498293912	0.352914498293912
CDC37L1	0.0669709630710963	0.587386112885956	0.587386112885956	0.0600832156353781	0.626461542433422	0.626461542433422
CDC40	-0.0156620314814881	0.899125848934215	0.899125848934215	0.00526777875329236	0.965993179507416	0.965993179507416
CDC42	0.0925936102098886	0.452649062884574	0.452649062884574	0.153529030041608	0.211304314300563	0.211304314300563
CDC42BPB	0.0968926746282131	0.431846284677957	0.431846284677957	0.0592052525098294	0.631519967168918	0.631519967168918
CDC42BPG	-0.0726819454687108	0.555848736051257	0.555848736051257	-0.0166431270756193	0.892843083090554	0.892843083090554
CDC42EP3	-0.103979180352854	0.398765396743786	0.398765396743786	-0.0925296789708745	0.452962534905673	0.452962534905673
CDC42SE2	0.0803212344496702	0.514969450983686	0.514969450983686	0.042065885406726	0.733401848875374	0.733401848875374
CDC5L	-0.0938984481227643	0.446277313475044	0.446277313475044	-0.0762682749933198	0.53646621689247	0.53646621689247
CDC73	-0.211489818491789	0.0833984721656991	0.0833984721656991	-0.245180745886934	0.0438836348343562	0.0438836348343562
CDCA7L	-0.0312661771583813	0.800183763949502	0.800183763949502	-0.0884070695117762	0.473427814477831	0.473427814477831
CDIPT	-0.0222562843423999	0.857035060709344	0.857035060709344	-0.0903920296217124	0.463512689606636	0.463512689606636
CDK1	0.0587037858167497	0.634416793034509	0.634416793034509	0.0379051036378211	0.75892805974262	0.75892805974262
CDK10	-0.0425064152609934	0.730715454939413	0.730715454939413	-0.00965759438103599	0.937697698326121	0.937697698326121
CDK11A	0.206581804376836	0.0909859572141025	0.0909859572141025	0.185822804137878	0.129223119116663	0.129223119116663
CDK11B	0.00547147383046504	0.964679023834923	0.964679023834923	0.0754284841775776	0.540974957106957	0.540974957106957
CDK12	-0.0451815299096301	0.714472633050296	0.714472633050296	-0.134328358208955	0.274779429090708	0.274779429090708
CDK13	0.00476006920540099	0.969269095017591	0.969269095017591	-0.00416078176890484	0.973136550271216	0.973136550271216
CDK14	0.277475906314369	0.0219698543992361	0.0219698543992361	0.279039584685269	0.0212038249905078	0.0212038249905078
CDK16	-0.0957480679485379	0.437331401889958	0.437331401889958	-0.0751231056991258	0.542619073064073	0.542619073064073
CDK17	0.0459797150381809	0.709650193430301	0.709650193430301	0.157651639500706	0.199151491276115	0.199151491276115
CDK19	-0.0864318450482893	0.48340635113166	0.48340635113166	-0.0468755964423407	0.704251009209584	0.704251009209584
CDK2	0.0720248281116845	0.559436016675416	0.559436016675416	0.0618391418864755	0.616396216642237	0.616396216642237
CDK2AP1	0.0741739914890246	0.547744454258952	0.547744454258952	0.0150398900637478	0.903113162300167	0.903113162300167
CDK4	-0.0854540585115303	0.488386937740892	0.488386937740892	-0.194373401534527	0.112214637704013	0.112214637704013
CDK5	-0.0825772835576849	0.503195839914454	0.503195839914454	-0.140283238538764	0.253865274323178	0.253865274323178
CDK5RAP1	-0.0105315459077958	0.932072507248405	0.932072507248405	-0.0741687979539642	0.547772564450086	0.547772564450086
CDK5RAP2	-0.136040259890963	0.268652759266742	0.268652759266742	-0.176737794403939	0.149366122828792	0.149366122828792
CDK5RAP3	0.23241895314286	0.0564882169296669	0.0564882169296669	0.224682215520861	0.0654670014787075	0.0654670014787075
CDK7	0.164970633348939	0.178821220486129	0.178821220486129	0.094285605221972	0.444396403056167	0.444396403056167
CDK8	0.104935164743773	0.394419842503894	0.394419842503894	0.108371187540558	0.379033643368257	0.379033643368257
CDK9	-0.0113620097681143	0.926730290221779	0.926730290221779	-0.00148872008245219	0.990386759278526	0.990386759278526
